Key,Value
4127,"You grew up on the streets, an urchin in your little village[/left]
in the %hpw of %hpn. You do not know when you[/left]
first learned to %q1 or to %q2 or when[/left]
%q3.[/left]
You only know that your skills and your philosophy are what[/left]
kept you alive and sane during the dark years when Jagar Tharn[/left]
usurped the throne of the rightful emperor. Tharn's agents[/left]
even searched out your little village, looking for political[/left]
dissidents and other undesirables. Those they found[/left]
disappeared forever.[/left]
[/left]
For the benefit of all, an uneasy alliance formed between you[/left]
and all the other villagers who were in questionable lines of[/left]
work. One night, you witnessed a ragged boy being pursued by[/left]
a dozen blackclad agents of Jagar Tharn. You took a shortcut[/left]
through the alleys to meet the boy, and it took little effort[/left]
to convince him to run with you. The two of you stole into a[/left]
concealed cellar and waited for the agents to pass. The boy[/left]
was obviously not from the village, and when you asked him[/left]
his name, he told you, hesitantly, ""%imp.""[/left]
You laughed at his royal sounding name, and he told you very[/left]
seriously that he was the son of the rightful ruler of Tamriel[/left]
and that an imposter was on the throne. At the time, you[/left]
humored his boyish imagination. Now, of course, you know that[/left]
he was telling the truth. You told him the best way out of the[/left]
village, avoiding the areas frequented by the blackclad ones,[/left]
and he told you that when he saw his father again, you would[/left]
be properly thanked for that act of kindness.[/left]
[/left]
Some years later, your luck ran out and you were imprisoned[/left]
on the charge of %q4.[/left]
You had been in jail for several days when you received a[/left]
visitor in the full regalia of an Imperial courier. He told[/left]
you that in reward for your service to Prince %imp,[/left]
you were granted full pardon and %q5[/left]
You were also given a simple, unpretentious letter inviting[/left]
you the Imperial City for an audience with the Emperor. You[/left]
had your eyes set on a bigger fishpond anyhow, so you went.[/left]
[/end]"
4128,"You have vague memories of living in a city with a young[/left]
woman and man, but for most of your childhood you lived in[/left]
a small home on the edge of a densely forested area. There[/left]
the elderly man that you called ""grandfather"" performed his[/left]
duties as the unofficial warden of the forest, and also[/left]
sheriff of the nearby area. Your supposed grandfather was[/left]
really much too old for that to be his true relationship to[/left]
you, but he did care for you with a tenderness that was at[/left]
odds with his otherwise gruff exterior. Your early years are[/left]
recalled as an endless stream of days spent out of doors,[/left]
wearing only loose clothing or the simple robe that your[/left]
grandfather favored. He taught you about %q1[/left]
and how to %q3 and %q9. And[/left]
when there were no warding duties for him to perform, there[/left]
was always weapons practice; your grandfather had mastered[/left]
an incredible variety of weaponry, and insisted that you[/left]
become familiar with each one. He was often required to deal[/left]
with some forest predator that had been causing local[/left]
problems, or with bands of brigands passing through the area,[/left]
and you were proud whenever you were able to help.[/left]
[/left]
It was just such an outlaw band that caused the combat wound[/left]
that was ultimately fatal to your grandfather. You and he were[/left]
able to return to his home, and at first he tried to act as if[/left]
this were just another scratch, to be allowed to naturally[/left]
heal. But finally even he faced the inevitability of his age[/left]
and accumulated injuries, and he gave you careful instructions[/left]
concerning the disposition of his possessions. He also told[/left]
you to go to a temple being run by an old friend of his, to[/left]
continue your growth and sustain your %q1 training[/left]
and allow you to continue %q3a.[/left]
A few days later, your grandfather died with the quiet dignity[/left]
that he had always displayed. You were distraught at the loss[/left]
of the only friend and family that you had ever had, but you[/left]
packed your few belongings and travelled to the temple,[/left]
honoring your grandfather's request.[/left]
[/left]
%fn, the chief priestess of the temple[/left]
was an older woman, but she was much younger than your[/left]
grandfather had been. You shared your sorrow with her for[/left]
your recent loss. Then you agreed with her that, besides[/left]
general training in %q1 and similar[/left]
studies, you would ignore the set of courses dealing with[/left]
armor and shields. To pay for your training, you used your[/left]
forestry skills to provide a regular supply of fresh meat[/left]
for the temple's larder.[/left]
[/left]
Some years later, on a day that seemed like any other, you had[/left]
just returned from collecting game for the food supply when the[/left]
chief priestess came to see you. She told you that she received[/left]
a message that an Imperial coach was ambushed at a location[/left]
close to the temple, and that important people and material[/left]
needed to be recovered. You allowed yourself an hour to perform[/left]
your grandfather's favorite meditation exercises, and left on[/left]
this new mission both refreshed and with some insight[/left]
concerning where to search for the robbers. Your meditations[/left]
bore fruit at dusk, as you stealthily approached an encampment[/left]
approximately where you had expected it to be. Throughout[/left]
the night you gradually stalked and subdued the camp guard, but[/left]
then you had to kill all of the other outlaws because they[/left]
resisted capture. You were abashed to return to the temple[/left]
shortly after breakfast with only one captive, a maidservant,[/left]
and a mundane chest of government documents.[/left]
[/left]
However, when the Imperial representative arrived to claim[/left]
your results, she sought you out to congratulate you on a most[/left]
successful mission. Although you never knew for certain whether[/left]
the maidservant or some of the documents somehow had importance,[/left]
you were not surprised when you later received a most[/left]
interesting letter from the Imperial Palace, simply inviting[/left]
you to the palace on urgent business. You left the temple[/left]
immediately for the Imperial City.[/left]
[/end]"
4129,"When you were three or four, you became lost from your[/left]
parents for several days. You do not remember much about[/left]
that time lost in the %hpw except that a group[/left]
of strange creatures rescued you from a band of[/left]
%q5. When you finally made it back[/left]
to your parents' house, you described your rescuers,[/left]
and were told they were %q6.[/left]
Even today, you remember some words of their language.[/left]
[/left]
When you were of age, you joined the local militia to see[/left]
more of the world. You excelled at the training the[/left]
militia gave you in archery. There seemed to be no[/left]
limit to the distance you could shoot an arrow, and[/left]
you were often used by your masters as the model for[/left]
less adept students. In a few years time, you became[/left]
a master yourself.[/left]
[/left]
The shot that changed your fortune, however, was a bad[/left]
shot. You missed the tree you were aiming for and struck[/left]
the branches of a tree across the road, frightening a[/left]
concealed assassin who was waiting for the caravan of[/left]
Prince %imp, son of the Emperor. The[/left]
assassin was brought to the authorities, and the head[/left]
of the militia, desirous of imperial reward, told the[/left]
story of your misaimed arrow as if it were an expert[/left]
shot from a loyal subject. You soon found yourself[/left]
invited to court, as a member of the Imperial Guard.[/left]
[/left]
In the court of the Emperor, you continued to practice[/left]
your archery and, in addition, learned many new techniques[/left]
from the daily %q1 practice. To stay motivated,[/left]
%q2[/left]
and that gave you strength for the endless hours of work[/left]
and the weariness of weapon drills.[/left]
[/left]
You were overjoyed when you received word that the Emperor[/left]
had a quest for you, one that required the utmost tact[/left]
and unswerving loyalty. When you came to the palace that[/left]
night, you were surprised to find that the Emperor was[/left]
not surrounded by his usual large retinue, merely his[/left]
chief advisor, the Imperial Battlemage Ocato. There you[/left]
were told of the affair of Daggerfall.[/left]
[/end]"
4130,"You spent most of your childhood roaming the %hpw with[/left]
your mother, and she is the one who piqued your fascination[/left]
with %q9 through her tales and[/left]
legends about them. She even knew some words of their[/left]
language which she taught to you. You vowed to find one,[/left]
and so you applied yourself diligently to your mother's[/left]
lessons about the ways of the %hpw and its[/left]
many inhabitants. Later, your merchant father took you to[/left]
his offices and familiarized you with his work, but no[/left]
interest in this ever really developed. You did benefit[/left]
from the stable home that your parents provided, and your[/left]
father lovingly provided the gold pieces that were[/left]
required to broaden your %q1[/left]
training. Your greatest joy was always to head into the[/left]
%hpw, be it for a few hours or a week, packing only some food[/left]
and your %q1a. You wandered the %hpw[/left]
paths and amusing yourself by pursuing your childhood fantasy[/left]
to detect and track one of those remarkable creatures.[/left]
[/left]
It was around the time that you had completed almost all of[/left]
your %q1 courses that you first noticed a set of[/left]
tracks of a type that you had never seen previously. They[/left]
seemed both to begin and end out of nowhere. About two weeks[/left]
later, you spotted some bent branches that led you to a[/left]
different set of unknown prints that began and ended as the[/left]
previous set had. The next morning you reviewed your mental[/left]
picture of the patterns of tracks, and quartered in towards[/left]
their apparent source.[/left]
[/left]
Suddenly a nightmare of hair, teeth and claws leapt out[/left]
of the bushes about ten feet in front of you. You scrambled[/left]
up a tree, and heard the wild man right behind you, grunting[/left]
with glee. As you climbed higher, you heard a branch break[/left]
under you and turned to see the man land hard on the ground.[/left]
Recognizing the opportunity, you leapt down beside him and[/left]
%q1b.[/left]
[/left]
You investigated the bushes where he had come from, and[/left]
discovered a cave where the cannibal had kept the bones of[/left]
several less fortunate rangers. You also found a ragged young[/left]
boy in chains, evidently the meal you interrupted. After[/left]
you freed him, he told you his name was %imp,[/left]
and he was a son of the Emperor Uriel Septim. Something[/left]
about him made you believe him, even when he told you that[/left]
his father's counselor Jagar Tharn has usurped his throne,[/left]
and forced %imp and his brothers into hiding.[/left]
[/left]
You gave the lad the gold in your purse and wished him good[/left]
luck, and you never told anyone about the incident with the[/left]
cannibal in the %hpw. Some months later,[/left]
however, your family was mystified when you received a[/left]
package from the Emperor himself, inviting you to the[/left]
Imperial City so you might receive your reward.[/left]
[/end]"
4131,"When you were very young, your parents joined a group that[/left]
was moving to the outskirts of the civilized area of[/left]
%hpn to start a new village in the %hpw.[/left]
Your childhood was spent helping to do the mundane and[/left]
grueling work required by this sort of venture. The[/left]
physical hardiness inherited from your parents helped[/left]
considerably in this regard, and you developed physically[/left]
at an early age. You also showed some skill at[/left]
%q1, and spent time with an elder of[/left]
the village who had you practice %q3.[/left]
[/left]
Your prowess grew as your warrior skills developed,[/left]
supported by a ready grasp of %q1.[/left]
Unfortunately, you eventually found that you had reached[/left]
the limit of what you could learn in the %hpw,[/left]
so one day you reluctantly approached your parents. After[/left]
much discussion and resistance, they grudgingly supported[/left]
your request to travel to a fighting school to continue[/left]
your training, cautioning you that you would have to[/left]
support yourself during this time. Although saddened[/left]
to separate from your parents and siblings, you were[/left]
excited at the prospect of seeing some of the fabled[/left]
civilization of Tamriel.[/left]
[/left]
While at the fighting school, you worked after hours at[/left]
various odd jobs. These included guard assignments and[/left]
bouncer duty at a local inn, both of which additionally[/left]
provided opportunities for you to polish your skills.[/left]
You also became friends with an classmate named[/left]
%fn. When %fn completed[/left]
the training, you vowed to make regular visits to the[/left]
Imperial City. However, your first trip to the Imperial[/left]
City also included your first exposure to the distaste[/left]
that some of the inhabitants and members of the court[/left]
express toward someone of your physical presence and[/left]
comparatively coarse manners. Your only compensation[/left]
for this was the ready friendship shown by many of the[/left]
Imperial Guard.[/left]
[/left]
On your third visit to the Imperial City, you were[/left]
looking for %fn when one of[/left]
the Guard told you that a small group of mercenaries,[/left]
including %fn, had been attacked[/left]
and captured by suspected supporters of the former[/left]
Imperial usurper, Jagar Tharn. Without waiting for[/left]
reinforcements, you set off immediately. When you[/left]
finally found the rebel encampment you hesitated because[/left]
of the size of the outlaw band. You did not procrastinate[/left]
for long. You used the natural cover of the woodland to[/left]
your advantage and, one by one, you stalked your target[/left]
and %q1a. Luckily, just[/left]
when even you were beginning to tire, some of the[/left]
captives, led by %fn, escaped their[/left]
bonds and helped to finish off the remainder of the band.[/left]
[/left]
Your group made its way back to the Imperial City, where[/left]
you also enjoyed the congratulations of many of the Guard.[/left]
And then shortly thereafter, you received a message from[/left]
the Emperor himself.[/left]
[/end]"
4132,"Your earliest memories are of being hungry, cold and[/left]
alone. You never were able to find out who your parents[/left]
were, or how you came to be left to survive by yourself[/left]
in the city streets. You can recall only a few mental[/left]
scenes from your childhood. One of the more vivid ones[/left]
were finding %q10 on a corpse in[/left]
an alley. Much of your childhood was a daily struggle[/left]
simply to stay alive, and retain your few possessions,[/left]
and you can remember distinctly the time when[/left]
%q2.[/left]
As you got older, only a few people were able to[/left]
penetrate the shell that was forming around your[/left]
friendlier inclinations. The most significant of them[/left]
was %fn, who had just been accepted[/left]
to the city guards. At first, %fn[/left]
would bring you food and provide some weapons practice[/left]
and advice for you, but eventually she sponsored your[/left]
petition for acceptance to a novice warriors' school,[/left]
and provided a portion of the gold required as payment.[/left]
Then, after your training was complete, she was able to[/left]
get you a job as a guard for one of the many merchants'[/left]
caravans that criss-crossed Tamriel's roads and[/left]
provinces.[/left]
[/left]
Over the next two years, you rented yourself to a[/left]
succession of these caravans, learning much of Tamriel[/left]
and its inhabitants. You also polished your[/left]
%q1 skills with some actual fighting[/left]
experiences in the rougher and more unsettled portions[/left]
of the continent. You found it easy to transfer your[/left]
early self-defensive inclinations to the caravan as a[/left]
whole. Finally though, you decided to return to your[/left]
home city and seek out your friend %fn.[/left]
You discovered, however, that she had likewise[/left]
progressed quickly, and had been invited to the Imperial[/left]
City to join a troop of the Imperial Guards. The trip[/left]
to the capital drained your funds, so you immediately[/left]
took a job there, working evenings at maintaining order[/left]
in one of the rowdier inns.[/left]
[/left]
You made friends with all the regulars in the inn, but[/left]
your sympathy was won by a nervous, mute boy who kept[/left]
the bar stocked. He seemed so frightened and alone that[/left]
he reminded you of your own lonely childhood. When one[/left]
of the drunken regulars stuck the boy, you leapt to his[/left]
defense. The boy looked at you with such gratitude that[/left]
your heart almost broke. Then, a few days later, he[/left]
disappeared.[/left]
[/left]
Months later, while you were helping restock the cellar,[/left]
you were called to the front door, and there was the boy[/left]
again. This time he was dressed in Imperial robes and[/left]
surrounded by escorts including %fn.[/left]
The ""mute"" boy spoke in an unmistakably aristocratic[/left]
voice, ""My name is Prince %imp, son of the[/left]
true Emperor of Tamriel, Uriel Septim VII. When I was[/left]
in hiding, fleeing from the wrath of the usurper Jagar[/left]
Tharn, you befriended me and saved my life. Please[/left]
accept the greatest gift the Emperor can bestow, his[/left]
gratitude.""[/left]
[/left]
He also presented you with a summons from the Emperor[/left]
himself, who apparently had need of a champion such as[/left]
you. Perhaps your luck was finally beginning to change.[/left]
[/end]"
4133,"Your earliest memories are of the blazing fire in the[/left]
furnace and the smell of heated metal. Your father was a[/left]
blacksmith of great renown. People from all over the[/left]
province of %hpn would come seeking his[/left]
services. As soon as you were able, you learned to help[/left]
him in the smithy. He taught you how to repair bent metal[/left]
and to keep a blade's edge sharp.[/left]
[/left]
When you were of age, you joined the local militia to see[/left]
more of the world. You excelled at the training the[/left]
militia gave you in %q1. Your knowledge[/left]
of weapon repair made you invaluable to the underfunded[/left]
militia. One day a visitor in full plate armor arrived at[/left]
the barracks. Introductions were made through the[/left]
Constable and thus you met Sir %mn. The[/left]
knight escorted you outside and %q1a.[/left]
Without a word, he brought up his mace from his belt and[/left]
levelled a blow at your head. Startled, you barely[/left]
deflected the blow. After several more blows which you[/left]
managed to avoid, the knight smiled. That was your[/left]
test. You became Sir %mn's squire[/left]
and you moved to the Imperial City.[/left]
[/left]
In the court of the Emperor, you learned many[/left]
techniques from the daily %q1 practice. To stay motivated,[/left]
%q2[/left]
and that gave you strength for the endless hours of work[/left]
and the weariness of weapon drills.[/left]
[/left]
One evening you were reading an old manuscript by a[/left]
great %q1 master, a shadow in the hall drew[/left]
your attention. Suspecting some of your fellow squires of[/left]
playing at practical jokes, you grabbed your wooden[/left]
practice sword and eased into the hall. Sneaking up behind[/left]
the shadow, you easily got close enough to push the sword[/left]
into the shadow's back.[/left]
[/left]
Despite all your training, you could not help but stop,[/left]
stunned, when the shadow hissed at you and turned, revealing[/left]
itself to be a cloaked goblin, dagger in hand. With hardly[/left]
time for a thought, your instincts took over and the[/left]
wooden sword in your hand swung out and knocked[/left]
the goblin cold. Still shaking, you called for the[/left]
guard.[/left]
[/left]
In the morning you were summoned before the Emperor.[/left]
Dressed in borrowed armor, not quite the right size you[/left]
walked into the throne room, dwarfed by its size. Bowing[/left]
before the Emperor you took the oath of knighthood and[/left]
were received into the ranks of Heraldry. It was not two[/left]
days from then that you received word that the Emperor[/left]
had a quest for you, one that required the utmost tact[/left]
and unswerving loyalty. When you came to the palace that[/left]
night, you were surprised to find that the Emperor was[/left]
not surrounded by his usual large retinue, merely his[/left]
chief advisor, the Imperial Battlemage Ocato. There you[/left]
were told of the affair of Daggerfall.[/end]"
4134,"Ria Silmane was a powerful enchantress, one of the Elders[/left]
of the Imperial Council, and a worthy successor to the[/left]
Imperial Battlemage when Jagar Tharn elected to retire.[/left]
She was also a friend of yours, your first tutor in the[/left]
Imperial City. When she disappeared, you were the first[/left]
person to notice and begin an investigation. You must[/left]
have been getting close, for you were ambushed by agents[/left]
of the Emperor and thrown into a cell deep within the[/left]
sewers, with no food or water. It was there that Ria[/left]
Silmane found you.[/left]
[/left]
Ria appeared to you as a spectre, for she too had been[/left]
betrayed by the man who now, with the ultimate gall,[/left]
dared to impersonate the Emperor: Jagar Tharn, her former[/left]
master. The true Emperor was imprisoned by Tharn's magic.[/left]
Only you would be able to find the flaw in Jagar Tharn's[/left]
spell, free the Emperor, and expose the traitorous[/left]
Battlemage.[/left]
[/left]
With Ria's help, you escaped from your cell, and under her[/left]
direction, you began the quest for the Staff of Chaos.[/left]
Tharn had used the Staff to imprison the true Emperor and[/left]
had then broken it, scattering it in secure locations[/left]
throughout the Empire. Nearly ten years passed while Tharn[/left]
consolidated his power and Ria's spectral form slowly[/left]
dissolved, but at last you found all the pieces of the[/left]
Staff of Chaos and combined them to form the key to the[/left]
prison of the true Emperor. The final piece of the staff[/left]
was a gem hidden in the Imperial Palace itself.[/left]
[/left]
Jagar Tharn had surrounded himself with a host of guards,[/left]
human and otherwise. When you at last reached the gem, you[/left]
discovered why they had fought so furiously. The gem not[/left]
only freed the Emperor, but it destroyed Tharn, for the[/left]
Imperial Battlemage had used his own lifeforce to empower[/left]
the Staff.[/left]
[/left]
When the true Emperor once again assumed the throne, he[/left]
considered himself greatly in your debt. You were often[/left]
called upon to investigate evidence of Tharn's aborted[/left]
master plan, and though you discovered little of great[/left]
relevance, you were well rewarded. Still, you were not[/left]
often at court. The Emperor almost considered you a rare[/left]
and valued weapon, to be drawn only away from others'[/left]
eyes.[/left]
[/left]
When the Emperor told you of the haunting of King[/left]
Lysandus, your instinct told you that the Emperor was[/left]
not telling you the entire story. Nevertheless, even[/left]
if he did consider you a friend, the Emperor's word was[/left]
law, and you boarded a ship that very night for[/left]
Daggerfall.[/left]
[/record]
"
4150,sending sparks of flame and ice flying around the yard[/end]
4151,finding a wounded butterfly and send it flying again[/end]
4152,"playing hide and seek, though she always turned invisible[/end]"
4153,"leaping from the roof and then falling, slowly, like a leaf[/end]"
4154,walking on the surface on a nearby lake like it were ground[/end]
4155,casting a spell that made it impossible for you to speak[/end]
4156,cast spells of destruction[/end]
4157,perform healings and cures[/end]
4158,vanish from human eyes[/end]
4159,change your body's weight[/end]
4160,walk on the water's surface[/end]
4161,dispel sound from the air[/end]
4162,He could ruin anyone economically who moved against him[/end]
4163,You longed to be the one to gain the honor of deposing him[/end]
4164,You marvelled at the knowledge Tharn must have accrued.[/end]
4165,"If it weren't suicidal, you would have enjoyed working against him[/end]"
4166,You vowed to avenge Tharn's evil against the innocent villagers[/end]
4167,a bag of 100 gold pieces[/end]
4168,a marvelous book[/end]
4169,a cuirass[/end]
4170,some fine silk robes[/end]
4171,a flask of holy water[/end]
4172,200 gold pieces[/end]
4173,an ebony dagger[/end]
4174,a rare magical item[/end]
4175,a fine red ruby[/end]
4176,a silver staff[/end]
4177,a flask of holy water[/end]
4179,practicing spells of destruction with the new Imperial Battlemage[/end]
4180,perfecting your curative spells with the priests of a local temple[/end]
4181,studying and practicing your spells of the college of alteration[/end]
4182,strengthening the power of your senses with Thaumaturgic rituals[/end]
4183,"studying otherworldly forces, and learning to wield their power[/end]"
4190,a buckler[/end]
4191,a pearl[/end]
4192,an amulet[/end]
4193,a katana[/end]
4194,a cuirass[/end]
4195,an elven flail[/end]
4196,a set of armor[/end]
4200,"tanto weaponry[/record]
shortblade-work[/record]
dagger fighting[/end]"
4201,"martial arts[/record]
hand-to-hand[/record]
boxing[/end]"
4202,"axe fighting[/record]
hatchet weaponry[/end]"
4203,"club fighting[/record]
club fighting[/record]
blunt weaponry[/record]
staff fighting[/end]"
4204,archery[/end]
4205,"longblade[/record]
fencing[/record]
swordfighting[/end]"
4206,"destruction[/record]
desolation[/record]
obliteration[/end]"
4207,"healing[/record]
rejuvenescence[/record]
restoration[/end]"
4208,"illusion[/record]
legerdemain[/record]
deception[/end]"
4209,"alteration[/record]
transformation[/record]
fluctuation[/end]"
4210,"thaumaturgy[/record]
esthetic[/record]
sense[/end]"
4211,"mysticism[/record]
occult[/record]
eldritch[/end]"
4212,"religious zealots[/record]
maniacal priests[/record]
religious fanatics[/end]"
4213,"malevolent wizards[/record]
fanatical warlocks[/end]"
4214,"misled peasants[/record]
cretinous peasants[/record]
half-witted farmers[/end]"
4215,"corrupt knights[/record]
oppressive warriors[/record]
berserker soldiers[/end]"
4216,"a bit of extra gold[/record]
a hundred gold pieces[/end]"
4217,"a fascinating book[/record]
an intriguing book[/end]"
4218,"a leather cuirass[/record]
a bit of old armor[/end]"
4219,"clothing fit for nobility[/record]
some very fine clothing[/end]"
4220,"some holy water[/record]
a bottle of holy water[/end]"
4221,"magic studies[/record]
studying magic[/end]"
4222,"weapon studies[/record]
studying weaponry[/end]"
4223,"social climbing[/record]
hobnobbing[/record]
socializing[/end]"
4224,"slumming[/record]
urban adventure[/end]"
4225,"acrobatics[/record]
practicing acrobatics[/record]
tumbling[/end]"
4226,"economics[/record]
haggling[/record]
studying economics[/end]"
4227,"perfecting disguises[/record]
creating disguises[/record]
make-up, costumes[/end]"
4228,swimming[/end]
4229,"sparring[/record]
boxing[/end]"
4230,blowing things up[/end]
4231,healing the ill[/end]
4232,creating illusions[/end]
4233,"transforming objects[/record]
transubstantiation[/end]"
4234,"performing miracles[/record]
seeing beyond this reality[/end]"
4235,exploring the unknown[/end]
4236,"dagger[/record]
tanto[/record]
shortsword[/end]"
4237,"boxing[/record]
sparring[/record]
fighting[/end]"
4238,"battleaxe[/record]
waraxe[/record]
axe[/end]"
4239,"flail[/record]
mace[/record]
warhammer[/record]
staff[/end]"
4240,"archery[/record]
longbow[/record]
shortbow[/end]"
4241,"broadsword[/record]
saber[/record]
katana[/record]
claymore[/end]"
4242,Spark spell[/end]
4243,Magicka Sponge spell[/end]
4244,Light spell[/end]
4245,Alter Magicka spell[/end]
4246,Detect Enemy spell[/end]
4247,Dispel Magicka spell[/end]
4250,heal the damage your other spells caused[/end]
4251,turn invisible to avoid your parents[/end]
4252,alter the fabric of reality in more subtle ways[/end]
4253,sharpen your natural and unnatural senses[/end]
4254,perceive the more subtle energies of other worlds[/end]
4255,You also envied him for the gold of the Imperial treasury[/end]
4256,"But you pitied Tharn, for he had to move incognito[/end]"
4257,You also envied Tharn for his incredible knowledge[/end]
4258,It seemed to you that the path to power was seldom fun[/end]
4259,You secretly found Tharn and his cruelty nauseating[/end]
4260,learning how to tell the nobles what they wanted to hear[/end]
4261,learning how to talk tough with the Imperial City locals[/end]
4262,exercising or practicing acrobatic techniques for defense[/end]
4263,talking and haggling with the merchants of the Imperial City[/end]
4264,impersonating certain nobles for information and amusement[/end]
4265,swimming in the murky black waters of the Caledon River[/end]
4266,sparring with off-duty members of the Imperial Guard[/end]
4300,"casting offensive spells[/record]
the School of Destruction[/end]"
4301,cast the Spark spell[/end]
4302,"casting restorative spells[/record]
the School of Restoration[/end]"
4303,cast Light Healing spells[/end]
4304,"casting illusionary spells[/record]
the School of Illusion[/end]"
4305,turn yourself invisible[/end]
4306,"casting alteration spells[/record]
the School of Alteration[/end]"
4307,fall from most any height[/end]
4308,"casting thaumaturgical spells[/record]
the School of Thaumaturgy[/end]"
4309,enhance your natural senses[/end]
4310,"casting mystical spells[/record]
the School of Mysticism[/end]"
4311,manipulate arcane forces[/end]
4400,"dodging techniques[/record]
defensive combat techniques[/end]"
4401,"the art of silent movement[/record]
the skill of moving stealthily[/end]"
4402,"techniques for a skillful backstab[/record]
stabbing the back of a live target[/end]"
4403,"the myriad uses of disguises[/record]
makeup, costume, and other disguises[/end]"
4404,"lockpicking skills[/record]
with his variety of picks and locks[/end]"
4405,"pickpocketing techniques[/record]
ways to make every pocket accessible[/end]"
4406,"honing your ability to scale a wall[/record]
methods of climbing varieties of walls[/end]"
4407,"the ancient arts of assassination[/record]
methods to make any blow a fatal one[/end]"
4408,"improving your speed[/record]
making yourself a faster runner[/end]"
4409,"practicing jumping high and long[/record]
developing your jumping ability[/end]"
4410,destructive[/end]
4411,restorative[/end]
4412,illusionary[/end]
4413,protean[/end]
4414,thaumaturgical[/end]
4415,mystic[/end]
4416,short blade[/end]
4417,hand-to-hand[/end]
4418,axe fighting[/end]
4419,blunt weapon[/end]
4420,"bow and arrow[/record]
archery[/end]"
4421,jumping[/end]
4422,swimming[/end]
4423,racing[/end]
4424,fighting[/end]
4425,climbing[/end]
4426,the wild elves from the woodland[/end]
4427,the fey from the haunted glens[/end]
4428,the wild harpies from the islands[/end]
4429,the giants from a nearby mountain[/end]
4430,the small dragons who are kin to the Wyrm[/end]
4431,the shy nymphs from a nearby lake[/end]
4432,the Daedra from the plane of Oblivion[/end]
4433,the strange spriggan from the woodland[/end]
4434,the half-man half-horse centaurs[/end]
4435,the mischievious imps of Oblivion[/end]
4436,destruction[/end]
4437,healing[/end]
4438,illusion[/end]
4439,alteration[/end]
4440,thaumaturgy[/end]
4441,mysticism[/end]
4442,priest[/end]
4443,"wizard[/record]
sorcerer[/end]"
4444,"revolutionary[/record]
anarchist[/end]"
4445,"warlord[/record]
robber baron[/end]"
4446,assassin[/end]
4450,jump high[/end]
4451,run swiftly[/end]
4452,fight dirty[/end]
4453,climb anything[/end]
4454,fight with a dagger[/end]
4455,"box[/record]
kick and punch[/end]"
4456,fight with an axe[/end]
4457,use a club[/end]
4458,shoot an arrow[/end]
4459,"fence[/record]
fight with a blade[/end]"
4500,medicine[/end]
4501,"etiquette[/record]
manners[/record]
decorum[/record]
good form[/end]"
4502,"intimidation[/record]
the way of the streets[/record]
bullying[/end]"
4503,"haggling[/record]
negotiation[/record]
bargaining[/end]"
4504,knife-fighting[/end]
4505,"racing[/record]
running[/end]"
4506,"stealth[/record]
concealment[/end]"
4507,"climbing[/record]
scaling walls[/end]"
4508,swimming[/end]
4509,"fisticuffs[/record]
boxing[/record]
brawling[/end]"
4510,"palace[/record]
castle[/record]
mansion[/end]"
4511,"squires[/record]
brats[/record]
aristocrats[/end]"
4512,"shortsword[/record]
fine blade[/end]"
4513,Mages Guild[/end]
4514,"apprentices[/record]
students[/record]
novices[/record]
scholars[/end]"
4515,book[/end]
4516,"temple[/record]
chantry[/record]
monastery[/record]
abbey[/end]"
4517,"disciples[/record]
neonates[/end]"
4518,bottle of holy water[/end]
4519,"college[/record]
school[/record]
training ground[/end]"
4520,"students[/record]
brats[/record]
squires[/end]"
4521,"dagger and a tanto[/record]
tanto and a dagger[/record]
assortment of blades[/end]"
4522,"locks[/record]
locks and picks[/end]"
4523,"picking pockets[/record]
pickpocketing[/end]"
4524,"concealment[/record]
hiding in shadows[/record]
evasion[/record]
subterfuge[/end]"
4525,"dodging[/record]
dodging[/end]"
4526,"climbing[/record]
climbing[/record]
scaling walls[/end]"
4527,"backstabbing[/record]
dirty tricks[/record]
dirty fighting[/end]"
4528,"a bag filled with gold[/record]
a bag with 200 gold pieces[/record]
a gold-filled purse[/end]"
4529,"an ebony dagger[/record]
a dagger wrought of ebony[/end]"
4530,"a most wonderful book[/record]
an insightful book[/record]
a fascinating tome[/end]"
4531,"a single beautiful ruby[/record]
an exquisite red ruby[/end]"
4532,"a staff forged in silver[/record]
a sparkling silver staff[/end]"
4533,"a flask of holy water[/record]
a bottle of holy water[/end]"
4534,"break into some merchant's house[/record]
check out the pickings in the area[/record]
see if the locals locked their windows[/end]"
4535,"beat up a few rich-looking locals[/record]
lure a nabob into a nearby alley[/end]"
4536,"see what the locals had in their pockets[/record]
check out what the local pockets offered[/record]
do a little practice pickpocketing[/end]"
4537,"part some of the locals and their loot[/record]
see how stupid the local populace was[/record]
spread a little misinformation for money[/end]"
4538,"see what smuggling opportunities were available[/record]
sell a few blackmarket articles for profit[/record]
see what the merchants wanted but could not get[/end]"
4539,"check out the security of the local bank[/record]
begin studying the layout of the local bank[/record]
start innocently inquiring about the local bank[/end]"
4550,dodge[/end]
4551,sneak[/end]
4552,backstab[/end]
4553,disguise yourself[/end]
4554,pick locks[/end]
4555,pick pockets[/end]
4556,"climb[/record]
climb walls[/end]"
4557,strike fatally[/end]
4558,"run[/record]
run fast[/end]"
4559,"jump[/record]
jump high[/end]"
4560,you decided nothing else mattered but gold[/end]
4561,you realized you had a great destiny ahead of you[/end]
4562,you began to train your mind to hold great knowledge[/end]
4563,you developed a sense of humor and a sense of fun[/end]
