Key,Value
347299546,Mermoth
348348124,Cathbrone
349396710,The Cabal of Morgyn
350445297,Penbridge
351493914,Mervale
352543374,The Old Greensly Hovel
353591967,Jhim Sei Shrine
354640549,The Old Woodford Hovel
355689131,Aldbeth
356737713,Eastvale
357786313,Old Elayne's Place
358834899,Penville Moor
359883483,Stokshire
360932061,The Baaliblanxiah Manse
361980669,Ashing's Hold
363029247,The Bat and Goat Inn
364077833,The Mines of Mordard
365127279,The Mordynak Tunnel
366175864,Burgwold Moor
367224442,Silent Altar of Akatosh
368273026,Eastgate End
369321617,Longhope
370370204,Whitecroft Hall
371418782,Buckingsley Grange
372467381,The Citadel of Kingston
373515960,The Ashhouse Farmstead
374564541,The Old Wickford Hovel
375613132,Wickfield Court
376661710,Upfort
377710295,The Haunt of Nebuchivor
378758878,Knightstale
379807456,The Moorsmith Tombs
380856042,The Buckingham Farmstead
381904620,The Old Buckingcroft Place
382953199,Charcroft
384002644,Bleeding Ascencion of Akatosh
385051236,Shrine of Vigryl
386099815,Aldwych
387148399,The Cult of Lysyn
388196987,Tower Copperwing
389245566,Old Chrystorya's Hovel
390294183,The Greenfield Crypts
391342763,Kingcroft Manor
392391353,Burglech
393439947,Ruins of Gaerston Hall
394489410,Hearthston Grange
395538016,The Queen's Stag Inn
396586601,The Kingford Farmstead
397635181,Wickham Orchard
398683763,The Lynx and Porcupine Tavern
399732347,The Dunastyr Mines
400780931,Singhead Minster
401829509,Whitepath
402878089,Fontbrone
403926677,Baelhead Court
404975261,The Old Ashfield Hovel
406023862,Strenner Haven
407072444,The Graves of Yeomsley
408121904,The Old Buckinghouse Place
409170488,The Gold Pit Inn
410219072,Magnovaus Hall
411267650,Kirkwood
412316249,The Feather and Woodchuck Lodge
413364829,Stokworth Minster
414413413,Silent Light of Akatosh
415461992,The Moorsmith Plantation
416510582,Midcastle Borough
417559160,Baelcroft
418607739,Jode Shrine
419656320,The Old Buckington Shack
420704907,Castle Bedane
421753498,Castle Yeomsly
422802080,Strenner Haven
423851566,The Old Mooring Hovel
424900153,The Copperston Farmstead
425948731,Longgate
426997309,Riphope
428045909,The Mastering Graveyard
429094488,Warwall
430143066,Midley Moor
431192582,The Tower of Woodsmith
432241176,Cromwick Hamlet
433289759,The Old Hearthford Place
434338345,Morirugoth
435386924,Charmont
436435503,Greensly Manor
437484084,Charenidge
438532666,Fearful Idol of Akatosh
439581258,Penhope
440629849,Midvale
441678427,The Mooring Cemetery
442727005,The Moorhouse Cemetery
443775583,Hearthton Manor
444824181,Kingsmith Hall
445873656,Ripcart Moor
446922237,The House of Copperhart
447970848,Woodsmith Hall
449019429,Holhead Court
450068008,Ipscastle
451116586,The Rat and Rascal Pub
452165164,Oxworth Hill
453213743,Grimtale End
454262331,The White Wolf Tavern
455310923,The Hawkhart Farmstead
456360407,The Yeomfield Farmstead
457408995,Old Elabyth's Farm
458457575,Ashsly Palace
459506154,Grimlech Field
460554733,Chesterdale Heath
461603318,Blackbrone Moor
462651896,The Hawkcroft Plantation
463700486,The Mastersmith Tombs
464749067,Charwood Garden
465797661,The Screaming Huntsman Pub
466846247,Buckinghouse Orchard
467894827,Shrine of Mai
468943413,Old Barbyvyra's Farm
469991991,The House of Correhius
471040574,Gallomoth
472090073,Longwell
473138658,The Woodhart Vaults
474187243,Blessed Rebirth of Akatosh
475235824,Hezirker
476284412,The Tower of Mastering
477332990,The Old Buckingston Place
478381570,Ruins of Hearthhouse Manor
479430151,Whiteley
480478730,The Masterham Cabin
481527317,Fontcastle Court
482575897,The Lucky Sword Tavern
483625391,Old Evelyvyra's Shack
484673990,The Stronghold of Woodfield
485722574,Vangate
486771153,Grayton End
487819733,The Old Gaersly Shack
488868314,The Devil's Bird Hostel
489916892,Tamton
490965471,Old Chrystausa's Hovel
492014068,Old Ysolda's Hovel
493062660,The Kinghouse Plantation
494112148,The Old Greenton Hovel
495160730,The Cabal of Elabyth
496209331,Deervale
497257920,Ripwick Garden
498306521,Ruins of Wickford Court
499355102,The Silver Gnome Hostel
500403688,Broadlech
501452279,Holy Idol of Akatosh
502500864,Kinghart Palace
503550334,Wilderidge
504598934,Ruins of Greensly Tower
505647518,Gentle Light of Akatosh
506696101,The Hearthham Cemetery
507744682,The Knave and Skull Inn
508793298,Burgdale Moor
509841879,Tamwell
510890466,Upton
511939060,The Old Wicksly Shack
512987638,The Masterford Cemetery
514036216,The Rusty Skull Tavern
515085675,The Woodsley Farmstead
516134281,Stokwych
517182859,Holford
518231445,The Uthyctor Pit
519280023,Ruins of The Ashsly Farmstead
520328603,The Citadel of Masterford
521377183,Upbeth Rock
522425763,The Wickford Farmstead
523474343,Old Morgara's Place
524522921,Old Morgyn's Farm
525571499,The Old Copperston Place
526620080,The Dwarf and Cat Lodge
527668678,The Balith Cloister
528717262,Tunwell Hollow
529766736,Divad Monument
530815338,The Stronghold of Greenton
531863918,Masterton Palace
532912501,The Moorham Farmstead
533961081,Cathpath
535009665,Old Evelorya's Shack
536058262,Castle Ashham
537106848,Perastyr Laboratory
538155462,Burgbeth
539204041,Gaerhouse Grange
540252619,The Old Gaerfield Shack
541302070,Chestertower
542350676,Shrine of Jone
543399256,Broadville
544447856,Knightsway Field
545496442,Broadcester
546545028,Knightsleigh
547593626,Old Lysara's Place
548643104,Burggate
549691702,The Yeomsmith Tombs
550740286,Knightswold
551788878,The Elyrrya Tradition
552837477,Kingsmith Manor
553886058,Sacred Ascencion of Akatosh
554934674,The Greenhart Plantation
555983255,The Moorston Burial Ground
557032738,Cathworth
558081322,Tower Woodcroft
559129914,Yeomhart Manor
560178495,Kirkborne Hall
561227098,Fontshire
562275685,Whitewich Heath
563324290,Sage Monument
564373745,Old Gwynyssa's Hovel
565422323,Wardale Wood
566470902,Merbrone
567519518,Ipsmont Heath
568568105,Hearthwing Orchard
569616689,The Copperford Graveyard
570665279,The Temple of Maelon
571713864,Old Morgolda's Farm
572762443,Old Morgyvyra's Place
573811028,Grimmore
574859617,Chestertower Field
575908195,The Old Yeomsmith Place
576956780,Singing Oracle of Akatosh
578006207,The Wickcroft Plantation
579054793,Tamvale Rock
580103412,The Screaming Barbarian Tavern
581151992,Trististair Laboratory
582200578,The Hold of Mastercroft
583249160,Deerwall
584297739,Tunbury
585346331,Bedyrick Laboratory
586394913,Old Carolyrrya's Farm
587443502,Pentale
588492095,The Old Ashhart Shack
589540687,Perywyr Laboratory
590589265,Reydale
591638703,The Yagrator Aviary
592687304,Old Chrystabyth's Farm
593735892,The Howling Dog Tavern
594784471,The Old Copperhouse Hovel
595833054,Sashnorog
596881645,Buckinghart Hall
597930241,Wilderwall Hill
598978822,The Fortress of Uthard
600027407,Singdale
601075995,The Old Masterton Place
602124573,Aldinglech
603173182,Castle Coppersley
604222632,Joyous Light of Akatosh
605271219,The Beaver and Fawn Lodge
606319797,Gentle Redeemer of Akatosh
607368397,Merhope Hall
608416975,Gaerston Palace
609465553,Shrine of Jephre
610514136,Blackcroft
611562721,Old Vannyna's Shack
612611303,The Mastersly Cemetery
613659891,Chestermarket Garden
614708490,Crommoth Garden
615757082,Lamford
616805663,Old Vyctyn's Hovel
617854241,The Morgona Cabal
618902820,Gaerfield Manor
619952262,Penwall Derry
621000851,Chesterhead Wood
622049447,The Yeomhouse Farmstead
623098080,Yeoming Tower
624146664,The Queen's Dragon Tavern
625195242,Old Elyzabyth's Place
626243820,The Screaming Rascal Hostel
627292406,Greenwing Palace
628341006,Tamtale Moor
629390437,The Old Woodhart Place
630439035,Wayrest
631487617,Yeomhouse Court
632536201,The Lynx and Badger Hostel
633584780,Reliquary of Raen
634633369,Penton
635681956,The Wickcroft Cabin
636730544,Wickhouse Manor
637779127,Knightspath Hall
638827707,Gallomont Commons
639876294,Longway Minster
640924877,Old Gwynyssa's Farm
641974347,The Old Yeomhart Shack
643022948,Merwark Hollow
644071526,Ruins of Woodhouse Manor
645120120,Arkbrone Heath
646168700,The Rat and Ogre Inn
647217287,The Kinghouse Cemetery
648265870,Bleeding Tree of Akatosh
649314449,Midwich
650363029,Castle Hearthton
651411624,The Old Copperfield Hovel
652460202,Buckingsley Orchard
653508780,The Temple of Dispebeus
654557360,The Penitentiary of Alabywyr
655605939,The Moorcroft Farmstead
656654530,The Old Ashhart Place
657703128,Charenville End
658751713,Midmarket
659801171,Ruins of Old Barbyna's Shack
660849754,The Moorton Cabin
661898332,The Copperhart Cabin
662946910,Tamway Field
663995501,The Kinging Cemetery
665044082,The Buckingford Farmstead
666092660,The Baalebrululla Shrine
667141255,Infinite Oracle of Akatosh
668189836,Lamdale Heath
669238414,The Haunt of Magnuloth
670287009,The Penitentiary of Theodyval
671335588,Cathbeth Hollow
672384176,The Coppering Farmstead
673432754,Blackbeth
674481341,Greenhart Manor
675529923,Charening Hill
676579356,The Gaerham Farmstead
677627968,The Old Gaering Hovel
678676558,The Coven of Ysara
679725143,Jhim Sei Shrine
680773727,Ruins of Coppersley Manor
681822307,Old Ysyn's Place
682870898,Perpetual Ascencion of Akatosh
683919484,The Kinghart Farmstead
684968095,The Old Greensley Place
686016686,Whitepath Garden
687066143,The Old Gaerwing Place
688114724,Hortown
689163307,Azirthrac's Nest
690211896,Perpetual Omen of Akatosh
691260499,Stokmarket
692309088,Old Ysanna's Shack
693357676,The Gaersly Cemetery
694406258,Singing Sunrise of Akatosh
695454839,Aldingcastle
696503418,Ipstale Hill
697552002,The Fortress of Masterston
698601455,Aldingshire
699650053,Eternal Prophet of Akatosh
700698634,Old Elyssa's Hovel
701747214,The Moorcroft Cemetery
702795792,The Ashford Farmstead
703844373,The Dead Badger Inn
704892954,The Old Wicking Hovel
705941534,The Hawkfield Farmstead
706990115,The Restless Goblin Lodge
708038693,Silent Martyr of Akatosh
709087274,The Shrine of Marebranxa
710135873,Penhead Minster
711184458,Old Carolorya's Place
712233038,The Copperford Plantation
713281618,The Old Ashsly Place
714330198,The Fortress of Greenhouse
715378789,Cathmore Borough
716427372,Weeping Idol of Akatosh
717475955,The Moorsley Farmstead
718524536,Old Evelayne's Shack
719573115,The Black Stag Pub
720621694,The Tower of Moorton
721670272,Charenwold Hill
722719727,Ashcroft Manor
723768315,Mertale Court
724816895,Old Vannona's Hovel
725865476,Whitetale Minster
726914076,Uphead Hill
727962694,Horwold Field
729011272,The Copperhouse Farmstead
730060778,Cathbrone Hall
731109361,Old Carolyrrya's Place
732157939,The Gaering Tombs
733206518,The Agryrick Reformatory
734255097,The Thirsty Priest Lodge
735303677,Jode Shrine
736352255,Reliquary of Raen
737400841,Reyshire
738449420,The Dwarf and Pit Hostel
739498004,The Kingcroft Farmstead
740546588,The Greensmith Cabin
741595167,Tower Uthistyr
742643752,Sekotrugoth
743692332,Reliquary of Raen
744740916,Mastersly Palace
745789494,Oxbury Rock
746838072,Castle Copperston
747886651,Hearthhart Hall
748935230,The Kingcroft Plantation
749984716,Vancastle
751033296,Gothcart Hamlet
752081879,Tricerrock's Web
753130476,The Hold of Hearthhouse
754179071,Longvale
755227649,Yeomhouse Hall
756276235,Broadshire Hall
757324822,Cathwold Hamlet
758373431,The Hearthsmith Farmstead
759422902,Charidge Hall
760471482,Old Elyzanna's Place
761520065,The Coven of Belladyn
762568653,Easttower
763617232,Warville Hall
764665820,The House of Moorwing
765714402,Wailing Idol of Akatosh
766762992,Chesterwall Borough
767811573,Tower Hawkham
768860152,The Hold of Wickfield
769908736,The Fox and Ogre Hostel
770957318,The Dunyctor Excavation
772005897,Ruins of The Woodham Cabin
773054482,The Silver Stag Hostel
774103063,Old Gwynyssa's Shack
775152570,Old Carolayne's Farm
776201153,Fontwell Heath
777249734,Shrine of Q'Olwen
778298316,Ruins of Hearthfield Orchard
779346894,Whitedale
780395492,Jhim Sei Shrine
781444088,The Quarry of Mordynak
782493572,The Laughing Porcupine Pub
783542156,Eastwold
784590737,Old Barbona's Place
785639316,The Crimson Fairy Lodge
786687915,Wicksmith Manor
787736509,Aldingmarket Field
788785087,Graywold
789833667,The Gaercroft Graveyard
790882248,The Mouse and Castle Hostel
791930832,The Maelither Hermitage
792979410,Infinite Ascencion of Akatosh
794027996,Djen Lodge
795076580,Eastwark
796125162,Old Lysyn's Shack
797173743,The Agryctor Asylum
798223223,Chardale
799271812,Djen Lodge
800320394,Old Elyzyssa's Hovel
801368973,The Rusty Muskrat Hostel
802417553,Arkshire
803466140,Cathway Derry
804514738,Gaerwing Orchard
805564257,Inner Rebirth of Akatosh
806612838,The Dead Chasm Tavern
807661431,Longidge Moor
808710024,Tunmarket
809758602,Broadborne
810807180,Galloing Garden
811855758,Ipsdale
812904336,The Lion and Mug Pub
813952914,Shrine of Vigryl
815001493,The Circle of Evelolda
816050079,The Citadel of Woodham
817098663,The Hearthhart Cabin
818147243,Knightswick
819196748,Hawksley Hall
820245339,Vanhope Hall
821293921,Fontgate Hollow
822342500,Burgwall Moor
823391078,Woodwing Palace
824439680,Old Barbabyth's Hovel
825488258,Ashsly Orchard
826536853,Old Belladanna's Hovel
827585435,The Edworyan Pit
828634016,The Hold of Hawkford
829683539,Gentle Rebirth of Akatosh
830732131,Old Evelanna's Place
831780721,The Tower of Buckington
832829304,The Buckingsley Plantation
833877887,Shrine of Mai
834926475,The Abbey of Demanxessa
835975054,Weeping Oracle of Akatosh
837024560,The Moorston Cabin
838073153,Cromcroft Borough
839121742,Singtower Commons
840170324,Tristyrick Laboratory
841218915,Ipsgate
842267498,Ashfield Hall
843316078,Old Barbausa's Shack
844365590,The Queen's Mug Lodge
845414173,The Gaersly Crypts
846462753,Ashhouse Tower
847511331,Burning Tree of Akatosh
848559909,Coppersly Hall
849608495,Newvale
850657074,Chesterwold
851705658,The Tower of Moorhouse
852754249,Burning Star of Akatosh
853802845,The Old Mastersly Hovel
854852347,Grayville Court
855900929,Tamwall Wood
856949523,Longmore Field
857998122,Burning Rebirth of Akatosh
859046722,Gallodale Minster
860096230,Ruins of The Wickwing Farmstead
861144834,Oxshire
862193432,The Unfortunate Sword Inn
863242016,The Queen's Chasm Inn
864291524,The Stronghold of Gaercroft
865340102,The Lion and Castle Tavern
866388716,Kieran Theatre
867437294,The Yeomsley Farmstead
868485893,The Flying Skull Pub
869534478,Eastidge End
870583057,Grimwich Borough
871632612,Aldingbridge Moor
872681194,Hal's Tavern
873729776,Castle Moorham
874779284,Burgmarket Minster
875827920,The Queen's Wolf Hostel
876876500,Wartry Moor
877925078,Hawksley's Hold
878973663,The Buckingham Cemetery
880022242,Mertale
881070820,Eastbrone
882120388,Newshire
883168974,The Roost of Skulthoth
884218542,Chesterwall Garden
885268120,Shrine of Q'Olwen
886316699,Holshire Rock
887366269,Moorton Grange
888414853,The Stronghold of Kinghouse
889464423,Longcastle Borough
890513001,The Black Goblin Pub
891563575,Tunmont
136870,Ruins of The Old Gaersly Hovel
1185449,Ruins of Ashford Manor
2234035,Castle Kingcroft
3284591,Ruins of The Hold of Kington
4334174,Ripwold
5382765,Ruins of The Tower of Ashston
6432315,Old Barbolda's Hovel
7481916,The Kinging Burial Ground
8531488,Tower Greenfield
9580074,The Gaersly Graveyard
10629627,The Buckingsmith Plantation
11678220,The Buckinging Farmstead
12727776,Ruins of The Hold of Gaersmith
13776369,Midpath Hill
14825935,Ruins of Old Evelolda's Hovel
15874516,The Hold of Hawkston
16924073,Ruins of Castle Ashfield
17972660,Sekrugoth
19021260,Orsinium
20070818,Ruins of Old Carolyssa's Hovel
21119411,Ruins of Buckingford Hall
22170960,The Mastercroft Plantation
23219540,Ruins of The Old Ashing Shack
24268118,Ruins of Woodton Orchard
25316699,Ruins of Old Gwynyna's Place
26367257,Old Elyzona's Shack
27415851,Azrath
28464450,Gripdoth
29513989,The Ashfield Farmstead
30563573,Gromgaus
31612158,Skodon
32662733,The Homunebas Shrine
33712320,Ruins of Mooring Grange
34761870,Ruins of The Masterhart Cabin
35811451,The Grotto of Balebras
36860045,Ruins of Moorsmith's Hold
37908628,Old Evelorya's Shack
38958164,Sekus
40006787,Ruins of Masterston Manor
41056318,The Hawkton Farmstead
42104904,Ruins of Castle Copperfield
43153494,Ruins of Kington Hall
44202079,Ruins of The Old Gaering Shack
45251619,Ruins of The Old Hawkston Shack
46300212,Vermrock
47348809,Old Ysayne's Place
48398349,Ruins of Old Barbara's Hovel
49446944,Ruins of Hawksmith's Hold
50496523,Coppersmith Grange
51546083,Ruins of Mastersmith Tower
52594703,Old Gwynanna's Farm
53644227,The Greenham Farmstead
54692819,Ruins of Old Barbyrrya's Hovel
55742384,Ruins of Kingsmith Hall
56790963,Ruins of Yeomford Hall
57840546,The Copperford Farmstead
58889129,The Andywyr Mines
59938691,The Greenhouse Plantation
60987287,Gromotten
62036850,Ruins of Hearthsmith Manor
63085435,Ruins of Yeomcroft Tower
64135027,Ruins of Coppercroft Grange
65184571,The Gaering Cabin
66233154,The Gaerfield Cabin
67281744,The Mastersley Cabin
68331290,Castle Ashston
69379887,The Hole of Asmulexah
70428469,The Old Ashston Shack
71477062,Reytry
72526617,Ruins of Gaerton Manor
73577179,THe Crypts of Hearthhart
74625770,Ruins of Old Vyctara's Farm
75674380,Ruins of Wickcroft Tower
76723903,Ruins of Kingston Hall
77774481,The Tombs of Kinging
78823079,Ruins of Greenston Hall
79873654,Ruins of The Kinghart Farmstead
80923258,Old Evelyna's Place
81972791,Druloth
83021375,Ruins of The Moorhart Farmstead
1001,Mantellan Crux
1050578,Your Ship
2102157,Your Ship
1240,Warborne
1049851,Westtale
2099387,Buckingham Grange
3147976,Ruins of Old Lysyna's Farm
4196581,Pencester
5246122,Old Elyzorya's Farm
6294721,The Devil's Priest Pub
7343302,Blackdale
8392856,Graydale
9441459,Gallobrugh
10490982,The Mouse and Goblin Tavern
11539560,The Rat and Priest Hostel
12588141,Knightshope
13636727,Yeoming Manor
14685310,Weeping Idol of Mara
15733892,The Restless Dragon Inn
16782477,The Queen's Mug Inn
17831056,The Greenton Cemetery
18880610,The Moorfield Farmstead
19929194,Merbrone Field
20977774,Tower Mastersly
22026369,Tamcroft
23074954,Tambrone
24124469,The Restless Djinn Tavern
25173053,Old Elolda's Farm
26221648,Yeomsly Grange
27271195,Stokwall
28319779,Gaerhouse Manor
29368370,The Citadel of Ashing
30416980,Aldham
31466510,The Mouse and Giant Lodge
32515117,Kirkmoth
33563710,The Graves of Hearthford
34612293,Old Barbyrrya's Place
35661802,The Kinghart Cabin
36710401,The Trogotlas Mews
37759012,The Cabal of Evelara
38808527,The Kingham Farmstead
39857113,The Greening Farmstead
40905720,Greenfield Palace
41954306,Gaerhart Hall
43002897,The Old Gaerton Place
44052415,The Old Wickwing Place
45101001,Wickton Orchard
46149584,Hawkham Court
47198189,Reyidge Garden
48247738,Shrine of Jone
49296318,Coppering Hall
50344900,Graymarket
51393479,Wilderbridge
52443010,Buckingsmith Manor
53491588,Buckingsly Manor
54540182,Cathwych
55588763,The Laughing Goblin Tavern
56637379,The Hold of Kington
57686896,The Howling Priest Hostel
58735477,The Feather and Huntsman Pub
59784060,The Woodhart Farmstead
60832677,Infinite Omen of Mara
61882194,Baelmore
62930778,The Mole and Goblin Inn
63979370,Old Evelorya's Farm
65027951,Riptower
66076537,The Greencroft Farmstead
67125123,Ruins of Yeomsley Court
68173712,The Dancing Castle Inn
69223223,The Morloten Aerie
70271806,Jode Shrine
71320397,Longtower
72368990,Old Belladyrrya's Place
73417571,Ipscroft
74466164,Midhead
75514746,The Dead Stag Hostel
76564260,Woodsley Orchard
77612842,The Flying Hedgehog Inn
78661422,Burning Oracle of Mara
79710007,The Feather and Guard Inn
80758596,Kieran Theatre
81808152,Cathley
82856743,The Moorston Cemetery
83905349,The Rat and Dagger Lodge
84953929,The Knave and Badger Inn
86003443,The Graves of Yeomhart
87052053,The Roost of Azgalas
88100632,The Moorcroft Farmstead
89150179,Cromcart
90198765,Ruins of Yeomwing Orchard
91247352,Wickhouse Hall
92295931,The Stronghold of Masterston
93344515,Cromwold
94394053,Gothford
95442639,Warwold
96491229,THe Crypts of Copperton
97539813,Kingfield Palace
98588403,The Greensley Farmstead
99636985,Greencroft Manor
100685567,The Cabal of Carolyn
101735112,The Old Copperwing Hovel
102783698,Reywych
103832291,Buckingsmith Grange
104880873,The Pig and Hedgehog Inn
105930377,Cathtry
106978964,The Howling Griffin Tavern
108027545,The Skulvor Mews
109076127,The Lucky Badger Tavern
110124706,The Buckingwing Farmstead
111173300,Burgmore
112221903,The Skulotten Aviary
113271401,Joyous Sunrise of Mara
114320987,The Greenwing Cemetery
115369574,Perpetual Sunrise of Mara
116418155,Horwall
117466755,Eternal Star of Mara
118515355,Old Lysyrrya's Shack
119563936,The Masterham Graveyard
120613438,The Screaming Giant Hostel
121662042,Midleigh
122710620,Tower Ashhart
123759201,Moorhouse Manor
124807783,The Pig and Dog Tavern
125856377,Gothmont
126905891,The Hearthsley Cabin
127954515,Chartown
129003118,Kinghouse Manor
130052608,Newidge
131101207,Graywark
132149789,Graywell
133198425,The Masterford Plantation
134247928,The Tower of Mastersmith
135296560,The Yeomcroft Ruins
136345139,Grimwell
137394635,Yeomton Orchard
138443214,Yeerrugoth
139491798,Hearthston Manor
140540381,The Hearthhouse Farmstead
141588976,Baeltale
142637554,The Web of Anirugoth
143686134,Baelbury
144734731,Ripcester
145783330,The Wickhouse Cemetery
146832835,Longtale 
147881418,The House of Morehion
148930016,Gaerhart Orchard
149978637,Longdale
151028121,Carolyn Cultus
152076705,The Dispuchinxa Cloister
153125330,Lammore
154173923,The Queen's Ogre Pub
155222502,Vyctara Cultus
156271096,Copperham Court
157320556,The Kingford Farmstead
158369138,Vanpath
159417716,The Buckingfield Graveyard
160466303,Hawkfield Manor
161514922,Old Gwynausa's Farm
162563510,Vanlech
163612114,The Yeomsmith Farmstead
164660702,Inner Seer of Mara
165710160,Longham
166758756,Altar of I'ric
167807340,Kingsmith Orchard
168855976,The Rat and Scorpion Hostel
169904572,Blessed Tree of Mara
170954054,Fearful Idol of Mara
172002632,Old Carololda's Hovel
173051258,Old Lysayne's Farm
174099839,Broadgate
175148461,The Silver Gnome Inn
176197041,Whiteworth
177246504,The Gold Helm Pub
178295098,The Toad and Muskrat Tavern
179343754,The House of Woodford
180392333,Ashing Hall
181440919,The Feather and Dungeon Hostel
182490376,Pencart
183538957,Ipswold
184587543,The Pig and Jug Lodge
185636133,Ipsing
186684717,The Hawkhouse Plantation
187733295,The Fox and Giant Pub
188781913,Reymarket
189830491,The King's Guard Inn
190879078,Tunbridge
191928562,Knightsville Heath
192977155,Sage Monument
194025746,Kington Grange
195074380,Old Elyzyn's Place
196122967,The Gromloth Aerie
197171552,The Citadel of Rodistair
198221021,The Crimson Bird Pub
199269607,Holhead
200318222,Longfort
201366803,Buckinghouse Palace
202415434,Shrine of Jephre
203464876,The Hearthwing Plantation
204513481,The Fox and Gnome Inn
205562060,The Hawkford Graveyard
206610652,Wicking Grange
207659256,The Old Hawkfield Place
208707840,The Gaering Vaults
209756431,Easthead
210805029,The Hearthsley Cemetery
211853610,Yeomston Manor
212903055,Gothcroft
213951633,Old Ysyrrya's Farm
215000248,The Masterhart Cemetery
216048839,Fearful Soul of Mara
217098375,Moorhouse Palace
218146972,Hearthford Hall
219195601,Galloleigh
220244197,Kinging Orchard
221292780,The Stronghold of Masterhart
222341380,The Greenwing Farmstead
223390821,The Lynx and Dungeon Lodge
224439400,The Hearthsly Graveyard
225488021,Newworth
226536599,The White Dog Pub
227585193,Grayley
228633796,The Buckinging Farmstead
229682391,Grayshire
230730985,The Buckinghart Plantation
231780420,Burgcart Heath
232828998,Grimmoth
233877578,Ashsmith Orchard
234926179,Grolerker
235974758,The Bat and Scorpion Hostel
237023362,The Bat and Porcupine Lodge
238071993,The Convocation of Gwynona
239120597,The Dagirrock Web
240170119,Gaersly Court
241218698,Divad Monument
242267288,The Mole and Woodchuck Hostel
243315894,The Gaercroft Graveyard
244365360,Old Lysyrrya's Place
245413944,Cathgate
246462525,The Masterwing Plantation
247511103,Warton
248559719,Warbury
249608297,Eastton
250656890,The Gold Badger Pub
251706379,The Ashing Farmstead
252754972,Gallotry
253803564,The Buckingwing Graveyard
254852154,Singing Relic of Mara
255900744,The Mole and Hedgehog Pub
256949323,The Knave and Huntsman Lodge
257997901,Cromtale
259046512,The Old Coppersley Hovel
260095119,Fonttower
261144543,The Masterford Cemetery
262193136,Woodton Hall
263241753,The Yeomham Farmstead
264290371,Northmoor
265338954,Oxdale Derry
266387542,The Black Fawn Pub
267436123,Gentle Seer of Mara
268485622,The Old Greening Hovel
269534202,Cromley
270582790,Crossway
271631368,Strenner Haven
272679964,Masterhouse Palace
273728544,The Gwynara Cabal
274777124,Blessed Rebirth of Mara
275825721,Coppersley Manor
276874321,Deercroft Minster
277922916,Grimtry 
278972388,Shrine of Bandi
280021006,Moromulon Hall
281069604,The Old Masterston Place
282118183,Aldway
283166761,Old Chrystolda's Farm
284215361,Ruins of The Old Wickham Hovel
285264802,Warleigh
286313399,Ruins of Hearthsly Manor
287361978,Westworth
288410575,The Kingston Crypts
289459164,The Moorfield Cemetery
290507746,Eternal Rebirth of Mara
291556324,Wickton Palace
292604904,Westley
293653492,Blessed Light of Mara
294702074,The Woodcroft Tombs
295750666,Old Evelona's Place
296799257,Buckington Manor
297848743,Aldinggate
298897331,Castle Yeomcroft
299945913,Dispebithullah Minster
300994491,The Tower of Perastyr
302043098,The Wicksley Farmstead
303091721,The Hold of Coppercroft
304141177,Weeping Seer of Mara
305189780,The Woodton Cemetery
306238366,The Friary of Demogither
307286953,Old Lysolda's Farm
308335544,The Mastercroft Cemetery
309384135,Coppersly Manor
310432731,The Woodham Tombs
311481318,Silent Oracle of Mara
312530773,Wicksly Grange
313579356,Arkbridge Wood
314627953,The Moorford Farmstead
315676558,Morgyna Cultus
316725145,Arkbeth
317773752,The Coppersly Farmstead
318822343,Wicksly Orchard
319870929,Ruins of Ashing Palace
320919511,Old Barbyn's Shack
321968978,The Yeomhouse Farmstead
323017605,Charenwych
324066231,Hearthham Court
325114813,Holcester
326164303,Silent Sunrise of Mara
327212890,The Mole and Bird Hostel
328261492,Warcester
329310095,Gaersmith Manor
330358682,Perpetual Altar of Mara
331407285,The Tombs of Hawkhouse
332456740,The Lucky Cat Pub
333505348,Wickwing Hall
334553928,Broadtower
335602530,The Crimson Badger Pub
336651114,Ruins of Wicking Orchard
337699692,Longmore
338748274,The Rat and Cat Lodge
339796852,The Red Gnome Hostel
340845450,Kirktower
341894032,Midfort
342942619,The Stronghold of Moorcroft
343992106,The Hold of Mastersley
345040691,The Old Ashsmith Shack
346089303,Dispoth Minster
347137910,Old Belladausa's Hovel
348186490,The Dwarf and Castle Inn
349235956,The Lynx and Castle Hostel
350284550,The House of Masterton
351333149,Gaerford Hall
352381753,The Morgyna Coven
353430332,Aldingmont
354478934,The Hearthsly Plantation
355527513,The Vannayne Cabal
356576115,Inner Altar of Mara
357625573,Ruins of Tower Gaerston
358674164,Crossmoth
359722748,The Savage Scorpion Lodge
360771346,THe Crypts of Copperham
361819945,Crosswood
362868525,Burgmoth
363917141,Burgcastle
364965721,THe Crypts of Wickfield
366015174,Silent Relic of Mara
367063767,Grimdale
368112363,Charencart
369160997,The Feather and Ogre Lodge
370209577,The Lion and Djinn Hostel
371258167,The Elyzolda Assembly
372307636,The Yeomfield Plantation
373356235,Hearthsley Manor
374404814,Baelwell
375453417,Kinghouse Grange
376502015,Ripgate
377550594,The Mole and Pit Inn
378599177,The Red Skull Pub
379647781,The Flying Rascal Lodge
380697240,Moorham Hall
381745889,The Feather and Cat Tavern
382794477,Easting
383843060,Greenwing Court
384891638,Gentle Prophet of Mara
385941117,Ruins of Old Belladorya's Place
386989732,Inner Rebirth of Mara
388038322,Wicksmith Orchard
389086917,Fontway 
390135504,Woodsly Grange
391184082,The Dirty Rascal Inn
